% Model:              MLSGratIng2DLambdaVaryV10_5.mph
% Version:            COMSOL 5.3.1.275
% Date:               Jan 5 2019, 13:08
% Dimension:          1
% Nodes:              200
% Expressions:        1
% Description:        Global
% x                       Height
600                       0.2230546490977722
603.0150753768844         0.23895944754543777
606.0301507537688         0.25609496135949944
609.0452261306533         0.27358844518285474
612.0603015075377         0.29281292051624225
615.0753768844221         0.30876031894627715
618.0904522613065         0.328817178083387
621.105527638191          0.34893002211232543
624.1206030150754         0.3689597840203863
627.1356783919598         0.39028983233851094
630.1507537688442         0.4118505161500294
633.1658291457286         0.4336555190039016
636.1809045226131         0.4572305111381298
639.1959798994975         0.4810778530216047
642.2110552763819         0.501404765918654
645.2261306532663         0.5275403783845266
648.2412060301508         0.552888048645992
651.2562814070352         0.5810399454183492
654.2713567839196         0.609448413078434
657.286432160804          0.6395879660143406
660.3015075376884         0.666807243099754
663.3165829145729         0.698219057289345
666.3316582914573         0.7334226961777608
669.3467336683417         0.7681916277243487
672.3618090452261         0.799109086258079
675.3768844221106         0.8318476236782113
678.391959798995          0.8679002878607134
681.4070351758794         0.9007717694858014
684.4221105527638         0.9276382177930131
687.4371859296482         0.9526672977391699
690.4522613065327         0.9753530328544309
693.4673366834171         0.9890697921880938
696.4824120603015         0.9977191821415046
699.4974874371859         0.9986831352159704
702.5125628140704         0.9906765689301751
705.5276381909548         0.9793963754394248
708.5427135678392         0.9558920624874127
711.5577889447236         0.9265120401763572
714.572864321608          0.8989943860863057
717.5879396984925         0.8598101092531184
720.6030150753769         0.822502909205861
723.6180904522613         0.7844688619265866
726.6331658291457         0.741077599797723
729.6482412060302         0.7008251357675307
732.6633165829146         0.6664720037389456
735.678391959799          0.6265324224330877
738.6934673366834         0.5983031137286594
741.7085427135678         0.5638418566396619
744.7236180904523         0.5322941282105484
747.7386934673367         0.5071824024111022
750.7537688442211         0.4791504522080018
753.7688442211055         0.4609993702868291
756.78391959799           0.43724616546373435
759.7989949748744         0.4167516872827913
762.8140703517588         0.40140489919447986
765.8291457286432         0.38292590829793993
768.8442211055276         0.37232879134596075
771.8592964824121         0.3566149957837139
774.8743718592965         0.3477016412287633
777.8894472361809         0.33527745958868
780.9045226130653         0.3277866038234603
783.9195979899498         0.31661235246764746
786.9346733668342         0.30810625033031186
789.9497487437186         0.3022608288728981
792.964824120603          0.29440795775731315
795.9798994974874         0.28961794189119844
798.9949748743719         0.2834290378926839
802.0100502512563         0.279972423414777
805.0251256281407         0.27427062757663384
808.0402010050251         0.2714082461934546
811.0552763819096         0.266947230355813
814.070351758794          0.26454552355640587
817.0854271356784         0.2607467221659681
820.1005025125628         0.25872796745548243
823.1155778894472         0.25548767964890806
826.1306532663317         0.25398478851374484
829.1457286432161         0.25121508513472574
832.1608040201005         0.2499085186549791
835.1758793969849         0.24749875806259314
838.1909547738694         0.246370825890053
841.2060301507538         0.24420473413556
844.2211055276382         0.24316634345412927
847.2361809045226         0.24135846375508924
850.251256281407          0.240349379900758
853.2663316582915         0.23913113201100863
856.2814070351759         0.23759295360845734
859.2964824120603         0.23629873033626347
862.3115577889448         0.23490904222312733
865.3266331658292         0.23360362238739976
868.3417085427136         0.2316301462438259
871.356783919598          0.23020035007593323
874.3718592964824         0.22771210197120412
877.3869346733668         0.22556031664372397
880.4020100502512         0.2220108857908999
883.4170854271357         0.21762371557486923
886.4321608040201         0.21109412214206538
889.4472361809046         0.19922671314730872
892.462311557789          0.16425252328425363
895.4773869346734         0.9693811393676732
898.4924623115578         0.31685878958730007
901.5075376884422         0.27153333900161997
904.5226130653266         0.2567604482509232
907.537688442211          0.24863716722952534
910.5527638190955         0.2415103971283758
913.5678391959799         0.2534371257696518
916.5829145728644         0.2356425979743497
919.5979899497488         0.23652299856210748
922.6130653266332         0.2247417837420636
925.6281407035176         0.24710519451646226
928.643216080402          0.236013347890455
931.6582914572864         0.22357116657288606
934.6733668341708         0.23036529719150464
937.6884422110553         0.22477093375401874
940.7035175879397         0.19133174755704818
943.7185929648242         0.23884474491028843
946.7336683417086         0.23038700417621932
949.748743718593          0.22594886366133166
952.7638190954774         0.22566412345111975
955.7788944723618         0.21931843773430718
958.7939698492462         0.21231593549741692
961.8090452261306         0.16680304850061575
964.8241206030151         0.24157126478986696
967.8391959798995         0.22408310008186721
970.854271356784          0.2181021253290255
973.8693467336684         0.20570709475459759
976.8844221105528         0.20948186545668415
979.8994974874372         0.20250494485021428
982.9145728643216         0.19057557070159345
985.929648241206          0.3232720113079378
988.9447236180904         0.21599212192542133
991.9597989949749         0.20567002089328995
994.9748743718593         0.1955447141059379
997.9899497487438         0.18778652868178836
1001.0050251256282        0.17059416205101463
1004.0201005025126        0.1382670278743685
1007.035175879397         0.2602669334987311
1010.0502512562814        0.1894250032201399
1013.0653266331658        0.15671953283369416
1016.0804020100502        0.09320513144756813
1019.0954773869347        0.02281743409030986
1022.1105527638191        0.9518766148072899
1025.1256281407036        0.4687874266776952
1028.140703517588         0.3539521792686439
1031.1557788944724        0.31777415697113165
1034.1708542713568        0.29840545080536635
1037.1859296482412        0.28565022129040024
1040.2010050251256        0.27653323376561917
1043.21608040201          0.27000834290185755
1046.2311557788944        0.26496944024150043
1049.2462311557788        0.2610270013618192
1052.2613065326634        0.257824956739547
1055.2763819095478        0.2554328972985881
1058.2914572864322        0.25328827256955866
1061.3065326633166        0.25149645791145053
1064.321608040201         0.2504101419383255
1067.3366834170854        0.24932378432198007
1070.3517587939698        0.24868647081455636
1073.3668341708544        0.24818801360377854
1076.3819095477388        0.24753015779736293
